domain,label,feat_suspicious,feat_length,feat_entropy,feat_faketld,feat_brand_pos,feat_pop_keywords,feat_similar,feat_minus
medicaldoctor.ai,1,0,0.09615384615384616,0.48926140611953084,0.0,0.0,0.0,0.03571428571428571,0.0
ptpnk.moonntree.com,1,0,0.125,0.4416798682328784,0.0,0.0,0.0,0.14285714285714285,0.0
httpsaccountservice.app-add.hampaterasa.com,1,0,0.3557692307692308,0.6351320699457954,0.0,0.0,0.4,0.46428571428571425,0.125
p5hr.listfash.com,1,0,0.10576923076923077,0.6004133752703893,0.0,0.0,0.0,0.14285714285714285,0.0
nwk9.bicharter.com,1,0,0.11538461538461538,0.6319699766457989,0.0,0.0,0.0,0.10714285714285714,0.0
www.accuquoteinsurance.com,1,0,0.1923076923076923,0.5719236374507322,0.0,0.0,0.0,0.03571428571428571,0.0
devcsgg.club,1,1,0.057692307692307696,0.4511193069805952,0.0,0.0,0.0,0.10714285714285714,0.0
bh47.leovirals.com,1,0,0.11538461538461538,0.6319699766457989,0.0,0.0,0.0,0.10714285714285714,0.0
webapps-cashapp.appsecure-informationz.com,1,0,0.34615384615384615,0.6849810682133277,0.0,0.0,0.2,0.10714285714285714,0.25
ablink.promotion.tiket.com,0,0,0.1923076923076923,0.5629472625601757,0.0,0.0,0.0,0.14285714285714285,0.0
www.visitsingapore.shop,1,1,0.1634615384615385,0.5719601884534093,0.0,0.0,0.0,0.0,0.0
webcapitalone.com,1,0,0.10576923076923077,0.5640408738773144,0.0,0.07692307692307693,0.0,0.2857142857142857,0.0
mbx2s.ailacabs.com,1,0,0.11538461538461538,0.48159687431893383,0.0,0.0,0.0,0.39285714285714285,0.0
p-amazon.xyz,1,1,0.057692307692307696,0.4511193069805952,0.0,0.057692307692307696,0.0,0.03571428571428571,0.125
s15claim.com,1,0,0.057692307692307696,0.4511193069805952,0.0,0.0,0.0,0.0,0.0
vcvencqunfqsxzm.activeinernational.com,1,0,0.3076923076923077,0.6726625347287811,0.0,0.0,0.0,0.0,0.0
ftp.beninsulted.com,1,0,0.125,0.6289658741655271,0.0,0.0,0.0,0.10714285714285714,0.0
ns1.official-binomo.com,1,0,0.1634615384615385,0.5384865557118614,0.0,0.0,0.0,0.3571428571428571,0.125
writingcenter.unlv.edu,0,0,0.15384615384615385,0.5503599755373481,0.0,0.0,0.0,0.0,0.0
pl15792736.cpmprofitablecontent.com,0,0,0.27884615384615385,0.7576208623892349,0.0,0.0,0.0,0.03571428571428571,0.0
pl113231.passtechusa.com,0,0,0.17307692307692307,0.6120174807917196,0.0,0.0,0.0,0.25,0.0
evks.f5ds1jkkk4d.info,1,1,0.14423076923076922,0.5682263837088428,0.0,0.0,0.0,0.0,0.0
vvvvvv.amczon.co.jp-dbe5b1908807f2338f160f96a434601f62441859.ph,1,0,0.5480769230769231,0.8274995293480736,0.0,0.0,0.0,0.21428571428571427,0.125
beri100.com,1,0,0.04807692307692309,0.4591527664273414,0.0,0.0,0.0,0.0,0.0
pratcz.ga,1,1,0.02884615384615384,0.3571555216758988,0.0,0.0,0.0,0.03571428571428571,0.0
account-update.aeawsdh.cn,1,0,0.1826923076923077,0.5754138898725001,0.0,0.0,0.4,0.17857142857142855,0.125
secure-payee-issue.info,1,1,0.1634615384615385,0.5437337728984899,0.0,0.0,0.2,0.03571428571428571,0.25
valleyhope-qgwwv.formstack.com,0,0,0.23076923076923078,0.7489799289808361,0.0,0.0,0.2,0.17857142857142855,0.125
pl15740766.cpmgatenetwork.com,0,0,0.22115384615384615,0.7558527963114525,0.0,0.0,0.0,0.10714285714285714,0.0
www.italos.ramunba.net,1,0,0.15384615384615385,0.5678575562886115,0.0,0.0,0.0,0.39285714285714285,0.0
cpanel.grandages.org.my,1,0,0.1634615384615385,0.5719601884534096,0.0,0.0,0.0,0.10714285714285714,0.0
claimspinshere.club,1,1,0.125,0.5964220571296179,0.0,0.0,0.0,0.21428571428571427,0.0
email.fxhome.com,0,0,0.09615384615384616,0.47467479692237613,0.0,0.0,0.0,0.10714285714285714,0.0
www.ruddinrentalagencynsw.com,1,0,0.22115384615384615,0.6492437405041638,0.0,0.0,0.0,0.17857142857142855,0.0
kaufupi.com,1,0,0.04807692307692309,0.4591527664273414,0.0,0.0,0.0,0.10714285714285714,0.0
www.karlagaray.com,1,0,0.11538461538461538,0.4472450674476962,0.0,0.0,0.0,0.10714285714285714,0.0
server-d88876f8ba94.9c7e81200us.haaakusheila.com,1,0,0.40384615384615385,0.8199993837110526,0.0,0.0,0.0,0.14285714285714285,0.125
mks8h.tempbigh.com,1,0,0.11538461538461538,0.5846522949326463,0.0,0.0,0.0,0.14285714285714285,0.0
frlinkedinensemble.com,1,0,0.15384615384615385,0.5609684185898238,0.0,0.057692307692307696,0.0,0.17857142857142855,0.0
g1tp.sepehrms.com,1,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.07142857142857142,0.0
adobe-cloud-apps.gq,1,1,0.125,0.5964220571296179,0.0,0.019230769230769232,0.0,0.17857142857142855,0.25
primary47256.com,1,0,0.09615384615384616,0.6051987543099573,0.0,0.0,0.0,0.0,0.0
www.startname.top,1,1,0.10576923076923077,0.4638387243671087,0.0,0.0,0.0,0.3214285714285714,0.0
amazonn.best,1,0,0.057692307692307696,0.4511193069805952,0.0,0.019230769230769232,0.0,0.03571428571428571,0.0
sandboxie.soft32.com,0,0,0.13461538461538464,0.6466838333540279,0.0,0.0,0.0,0.17857142857142855,0.0
auth.appsjgoehjeolgeayh-apwkpeye4.wizkinggantengmari4.com,1,0,0.4903846153846154,0.769659491358117,0.0,0.0,0.0,0.03571428571428571,0.125
effieviews.xyz,1,1,0.07692307692307694,0.4295941153118702,0.0,0.0,0.0,0.07142857142857142,0.0
917826348916234.online,1,1,0.15384615384615385,0.5996828854460396,0.0,0.36538461538461536,0.0,0.0,0.0
shards.beta.tab.com.au,0,0,0.15384615384615385,0.5153648140348204,0.0,0.0,0.0,0.46428571428571425,0.0
pykt.tempbigh.com,1,0,0.10576923076923077,0.5640408738773144,0.0,0.0,0.0,0.17857142857142855,0.0
pubgxevent15.com,1,0,0.09615384615384616,0.6438445370400996,0.0,0.0,0.0,0.0,0.0
cpanel.tama-brasili.com.br,1,0,0.1923076923076923,0.604682032482915,0.0,0.0,0.0,0.10714285714285714,0.125
online-securitycheck.com,1,0,0.17307692307692307,0.6217418869231559,0.0,0.057692307692307696,0.4,0.10714285714285714,0.125
f85db.onderhost.com,1,0,0.125,0.6166824137889759,0.0,0.0,0.0,0.17857142857142855,0.0
sf976.addroits.com,1,0,0.11538461538461538,0.5976181697745613,0.0,0.0,0.0,0.0,0.0
www2.amazcn.co.jp-b246a3edd4233e2d70ef44e017bc1afa5a0a378b.ph,1,0,0.5288461538461539,0.8020726273134142,0.0,0.0,0.0,0.25,0.125
beta.documentcloud.org,0,0,0.15384615384615385,0.5890744423935637,0.0,0.0,0.0,0.3571428571428571,0.0
ejhe.svcoding.com,1,0,0.10576923076923077,0.5640408738773144,0.0,0.0,0.0,0.0,0.0
nz-r.sepehrms.com,1,0,0.10576923076923077,0.5276683724842393,0.0,0.0,0.0,0.07142857142857142,0.125
veryfinego.com,1,0,0.07692307692307694,0.5345977434918003,0.0,0.019230769230769232,0.0,0.2857142857142857,0.0
fxgp.tempbigh.com,1,0,0.10576923076923077,0.5640408738773144,0.0,0.0,0.0,0.14285714285714285,0.0
